Title,Owner,PageURL,AssetURL,FileName,DateCreated,DateUpdated,FileSize,FileSizeUnit,FileType,NumRecords,OriginalTags,ManualTags,License,Description
CG Charging Stations.csv Events,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::cg-charging-stations-csv-events,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::cg-charging-stations-csv-events.csv?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-01-09,,,CSV,,Charging Stations,,,Charging Stations
CG Charging Stations.csv Events,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::cg-charging-stations-csv-events,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::cg-charging-stations-csv-events.geojson?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-01-09,,,GeoJSON,,Charging Stations,,,Charging Stations
CG Charging Stations.csv Events,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::cg-charging-stations-csv-events,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::cg-charging-stations-csv-events.zip?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-01-09,,,ZIP,,Charging Stations,,,Charging Stations
CG Charging Stations.csv Events,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::cg-charging-stations-csv-events,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::cg-charging-stations-csv-events.kml?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-01-09,,,KML,,Charging Stations,,,Charging Stations
City Lights 2017,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::city-lights-2017,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/City_Lights_NEW/FeatureServer/0,,,2017-05-25,,,ArcGIS GeoService,,City Lights,,,City Lights 2017 is a layer used in the aftermath of Hurricane Irma to make updates to light and pole status.<div><br /></div><div>A small team of Public Works staff will use the associated web app to mark up those changes.</div><div><br /></div><div>This layer support the Irma Light Assessments 2017 web app.</div>
City Lights 2017,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::city-lights-2017,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::city-lights-2017.csv?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-05-25,,,CSV,,City Lights,,,City Lights 2017 is a layer used in the aftermath of Hurricane Irma to make updates to light and pole status.<div><br /></div><div>A small team of Public Works staff will use the associated web app to mark up those changes.</div><div><br /></div><div>This layer support the Irma Light Assessments 2017 web app.</div>
City Lights 2017,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::city-lights-2017,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::city-lights-2017.geojson?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-05-25,,,GeoJSON,,City Lights,,,City Lights 2017 is a layer used in the aftermath of Hurricane Irma to make updates to light and pole status.<div><br /></div><div>A small team of Public Works staff will use the associated web app to mark up those changes.</div><div><br /></div><div>This layer support the Irma Light Assessments 2017 web app.</div>
City Lights 2017,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::city-lights-2017,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::city-lights-2017.zip?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-05-25,,,ZIP,,City Lights,,,City Lights 2017 is a layer used in the aftermath of Hurricane Irma to make updates to light and pole status.<div><br /></div><div>A small team of Public Works staff will use the associated web app to mark up those changes.</div><div><br /></div><div>This layer support the Irma Light Assessments 2017 web app.</div>
City Lights 2017,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::city-lights-2017,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::city-lights-2017.kml?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-05-25,,,KML,,City Lights,,,City Lights 2017 is a layer used in the aftermath of Hurricane Irma to make updates to light and pole status.<div><br /></div><div>A small team of Public Works staff will use the associated web app to mark up those changes.</div><div><br /></div><div>This layer support the Irma Light Assessments 2017 web app.</div>
County maintained within city,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::county-maintained-within-city,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/County_Maintained_Roads/FeatureServer/1,,,2016-06-21,,,ArcGIS GeoService,,CMR,,,County maintained roads
County maintained within city,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::county-maintained-within-city,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::county-maintained-within-city.csv?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2016-06-21,,,CSV,,CMR,,,County maintained roads
County maintained within city,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::county-maintained-within-city,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::county-maintained-within-city.geojson?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2016-06-21,,,GeoJSON,,CMR,,,County maintained roads
County maintained within city,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::county-maintained-within-city,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::county-maintained-within-city.zip?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2016-06-21,,,ZIP,,CMR,,,County maintained roads
County maintained within city,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::county-maintained-within-city,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::county-maintained-within-city.kml?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2016-06-21,,,KML,,CMR,,,County maintained roads
City of Coral Gables,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::city-of-coral-gables,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/County_Maintained_Roads/FeatureServer/6,,,2016-06-21,,,ArcGIS GeoService,,CMR,,,County maintained roads
City of Coral Gables,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::city-of-coral-gables,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::city-of-coral-gables.csv?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2016-06-21,,,CSV,,CMR,,,County maintained roads
City of Coral Gables,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::city-of-coral-gables,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::city-of-coral-gables.geojson?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2016-06-21,,,GeoJSON,,CMR,,,County maintained roads
City of Coral Gables,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::city-of-coral-gables,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::city-of-coral-gables.zip?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2016-06-21,,,ZIP,,CMR,,,County maintained roads
City of Coral Gables,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::city-of-coral-gables,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::city-of-coral-gables.kml?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2016-06-21,,,KML,,CMR,,,County maintained roads
Gables Trolley Stops,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::gables-trolley-stops,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/Trolley_Stops/FeatureServer/0,,,2013-10-29,,,ArcGIS GeoService,,Trolley,,,Gables Trolley Stops
Gables Trolley Stops,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::gables-trolley-stops,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::gables-trolley-stops.csv?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,2013-10-29,,,CSV,,Trolley,,,Gables Trolley Stops
Gables Trolley Stops,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::gables-trolley-stops,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::gables-trolley-stops.geojson?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,2013-10-29,,,GeoJSON,,Trolley,,,Gables Trolley Stops
Gables Trolley Stops,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::gables-trolley-stops,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::gables-trolley-stops.zip?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,2013-10-29,,,ZIP,,Trolley,,,Gables Trolley Stops
Gables Trolley Stops,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::gables-trolley-stops,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::gables-trolley-stops.kml?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,2013-10-29,,,KML,,Trolley,,,Gables Trolley Stops
Miami Trolley Stops,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::miami-trolley-stops,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/MiamiTrolleyStops/FeatureServer/0,,,2015-04-09,,,ArcGIS GeoService,,Miami Trolley Stops,,,Miami Trolley Stops
Miami Trolley Stops,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::miami-trolley-stops,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::miami-trolley-stops.csv?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,2015-04-09,,,CSV,,Miami Trolley Stops,,,Miami Trolley Stops
Miami Trolley Stops,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::miami-trolley-stops,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::miami-trolley-stops.geojson?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,2015-04-09,,,GeoJSON,,Miami Trolley Stops,,,Miami Trolley Stops
Miami Trolley Stops,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::miami-trolley-stops,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::miami-trolley-stops.zip?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,2015-04-09,,,ZIP,,Miami Trolley Stops,,,Miami Trolley Stops
Miami Trolley Stops,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::miami-trolley-stops,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::miami-trolley-stops.kml?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,,,2015-04-09,,,KML,,Miami Trolley Stops,,,Miami Trolley Stops
Fiber,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::fiber,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/Fiber/FeatureServer/0,,,2015-06-29,,,ArcGIS GeoService,,Fiber;telecom;smart city;utilities,,,Fiber
Fiber,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::fiber,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::fiber.csv?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2015-06-29,,,CSV,,Fiber;telecom;smart city;utilities,,,Fiber
Fiber,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::fiber,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::fiber.geojson?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2015-06-29,,,GeoJSON,,Fiber;telecom;smart city;utilities,,,Fiber
Fiber,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::fiber,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::fiber.zip?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2015-06-29,,,ZIP,,Fiber;telecom;smart city;utilities,,,Fiber
Fiber,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::fiber,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::fiber.kml?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2015-06-29,,,KML,,Fiber;telecom;smart city;utilities,,,Fiber
ParkingFacs,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::parkingfacs,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/ParkingFacs/FeatureServer/0,,,2014-05-08,,,ArcGIS GeoService,,Parking Garages; Parking Lots; Coral Gables; Parking; Valet,,,Basic parking infrastructure locations: garages and lots
ParkingFacs,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::parkingfacs,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::parkingfacs.csv?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2014-05-08,,,CSV,,Parking Garages; Parking Lots; Coral Gables; Parking; Valet,,,Basic parking infrastructure locations: garages and lots
ParkingFacs,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::parkingfacs,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::parkingfacs.geojson?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2014-05-08,,,GeoJSON,,Parking Garages; Parking Lots; Coral Gables; Parking; Valet,,,Basic parking infrastructure locations: garages and lots
ParkingFacs,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::parkingfacs,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::parkingfacs.zip?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2014-05-08,,,ZIP,,Parking Garages; Parking Lots; Coral Gables; Parking; Valet,,,Basic parking infrastructure locations: garages and lots
ParkingFacs,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::parkingfacs,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::parkingfacs.kml?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2014-05-08,,,KML,,Parking Garages; Parking Lots; Coral Gables; Parking; Valet,,,Basic parking infrastructure locations: garages and lots
Coral Gables Evacuation Overview,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::coral-gables-evacuation-overview,,,,2016-06-02,,,,,Coral Gables;Evacuation;Safety;Hurricane;Hurricane Shelter;Fire Station;Bus Stops;Disaster,,,<p>Based on NOAA's SLOSH (or <i>Sea Lake Overland Surges from Hurricanes</i>) data for Miami-Dade County. </p><p>Code:</p><p>Evacuation Zone A: Red</p><ul><li>Storm Surge Category 1</li><li>7-12 Foot Storm Surge</li></ul><p>Evacuation Zone B: Orange</p><ul><li>Storm Surge Category 2</li><li>12-15 Foot Storm Surge</li></ul><p>Evacuation Zone C: Yellow</p><ul><li>Storm Surge Category 3</li><li>15-20 Foot Storm Surge</li></ul><p>Evacuation Zone D: Blue</p><ul><li>Storm Surge Category 4</li><li>20-25 Foot Storm Surge</li></ul><p>Evacuation Zone E: Green</p><ul><li>Storm Surge Category 5</li><li>25+ Foot Storm Surge</li></ul><p></p><p></p><p></p><li></li>
Coral Gables FreeBee Web App,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/apps/cggis::coral-gables-freebee-web-app,https://cggis.maps.arcgis.com/apps/webappviewer/index.html?id=cfa7886fe2564bd4a4353b342555b0de,,,2019-11-07,,,ArcGIS GeoService,,Trolley,,,FreeBee &amp; Trolley routes web app for the City of Coral Gables.
Submit a Traffic Calming Request,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/feedback/surveys/cggis::submit-a-traffic-calming-request,https://cggis.maps.arcgis.com,,,2020-06-12,,,ArcGIS GeoService,,CoCG Multimodal Transportation;Hub Survey,,,Use this tool to request for traffic calming improvements
Coral Gables Trolley Route,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::coral-gables-trolley-route,,,,2019-11-07,,,,,Trolley,,,"<span style='font-family: &quot;Avenir Next W01&quot;, &quot;Avenir Next W00&quot;, &quot;Avenir Next&quot;, Avenir, &quot;Helvetica Neue&quot;, sans-serif; font-size: 16px;'>FreeBee &amp; Trolley routes web app for the City of Coral Gables.</span>"
Coral Gables Flagler Road Widths,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::coral-gables-flagler-road-widths,,,,2019-02-12,,,,,Transportation;Coral Gables,,,Visualization of road widths for the City of Coral Gables north of 72nd St
CrimeView Schools,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::crimeview-schools,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/CrimeView_Schools/FeatureServer/0,,,2017-08-09,,,ArcGIS GeoService,,schools,,,Point feature class of public and private schools in Coral Gables. Source layer in public safety application.
CrimeView Schools,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::crimeview-schools,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::crimeview-schools.csv?outSR=%7B%22latestWkid%22%3A4326%2C%22wkid%22%3A4326%7D,,,2017-08-09,,,CSV,,schools,,,Point feature class of public and private schools in Coral Gables. Source layer in public safety application.
CrimeView Schools,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::crimeview-schools,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::crimeview-schools.geojson?outSR=%7B%22latestWkid%22%3A4326%2C%22wkid%22%3A4326%7D,,,2017-08-09,,,GeoJSON,,schools,,,Point feature class of public and private schools in Coral Gables. Source layer in public safety application.
CrimeView Schools,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::crimeview-schools,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::crimeview-schools.zip?outSR=%7B%22latestWkid%22%3A4326%2C%22wkid%22%3A4326%7D,,,2017-08-09,,,ZIP,,schools,,,Point feature class of public and private schools in Coral Gables. Source layer in public safety application.
CrimeView Schools,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::crimeview-schools,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::crimeview-schools.kml?outSR=%7B%22latestWkid%22%3A4326%2C%22wkid%22%3A4326%7D,,,2017-08-09,,,KML,,schools,,,Point feature class of public and private schools in Coral Gables. Source layer in public safety application.
HistoricProperty,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::historicproperty,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/HistoricProperty/FeatureServer/0,,,2014-12-08,,,ArcGIS GeoService,,Historic;History,,,Historic
HistoricProperty,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::historicproperty,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::historicproperty.csv?outSR=%7B%22latestWkid%22%3A4326%2C%22wkid%22%3A4326%7D,,,2014-12-08,,,CSV,,Historic;History,,,Historic
HistoricProperty,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::historicproperty,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::historicproperty.geojson?outSR=%7B%22latestWkid%22%3A4326%2C%22wkid%22%3A4326%7D,,,2014-12-08,,,GeoJSON,,Historic;History,,,Historic
HistoricProperty,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::historicproperty,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::historicproperty.zip?outSR=%7B%22latestWkid%22%3A4326%2C%22wkid%22%3A4326%7D,,,2014-12-08,,,ZIP,,Historic;History,,,Historic
HistoricProperty,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::historicproperty,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::historicproperty.kml?outSR=%7B%22latestWkid%22%3A4326%2C%22wkid%22%3A4326%7D,,,2014-12-08,,,KML,,Historic;History,,,Historic
LOMC,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::lomc,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/LOMC/FeatureServer/0,,,2017-12-07,,,ArcGIS GeoService,,LOMC,,,LOMC
LOMC,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::lomc,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::lomc.csv?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-07,,,CSV,,LOMC,,,LOMC
LOMC,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::lomc,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::lomc.geojson?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-07,,,GeoJSON,,LOMC,,,LOMC
LOMC,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::lomc,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::lomc.zip?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-07,,,ZIP,,LOMC,,,LOMC
LOMC,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::lomc,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::lomc.kml?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-07,,,KML,,LOMC,,,LOMC
Letter of Map Change,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::letter-of-map-change,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/LOMC/FeatureServer,,,2017-12-07,,,ArcGIS GeoService,,LOMC,,,LOMC
LOMC1.csv,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::lomc1-csv,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/LOMC/FeatureServer/1,,,2017-12-07,,,ArcGIS GeoService,,LOMC,,,LOMC
LOMC1.csv,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::lomc1-csv,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::lomc1-csv.csv?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-07,,,CSV,,LOMC,,,LOMC
LOMC1.csv,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::lomc1-csv,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::lomc1-csv.geojson?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-07,,,GeoJSON,,LOMC,,,LOMC
newlimax4,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::newlimax4-2,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/ChargingStationsv2/FeatureServer/1,,,2017-01-09,,,ArcGIS GeoService,,Charging Stations,,,Charging Stations
newlimax4,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::newlimax4-2,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::newlimax4-2.csv?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-01-09,,,CSV,,Charging Stations,,,Charging Stations
newlimax4,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::newlimax4-2,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::newlimax4-2.geojson?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-01-09,,,GeoJSON,,Charging Stations,,,Charging Stations
newlimax4,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::newlimax4-2,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::newlimax4-2.zip?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-01-09,,,ZIP,,Charging Stations,,,Charging Stations
newlimax4,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::newlimax4-2,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::newlimax4-2.kml?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-01-09,,,KML,,Charging Stations,,,Charging Stations
CGHistoricDistricts,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::cghistoricdistricts,,,,2017-08-21,,,,,Coral Gables;Historic Districts,,,"<div style='font-family: &quot;Avenir Next W01&quot;, &quot;Avenir Next W00&quot;, &quot;Avenir Next&quot;, Avenir, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 17px; background-color: rgb(255, 255, 255);'><div style='overflow: auto; word-wrap: break-word; max-width: 100%; display: inherit;'>Historic districts from feature layer HistoricDisticts to be supplied to Research for Place Economics</div><div><br /></div></div><div style='font-family: &quot;Avenir Next W01&quot;, &quot;Avenir Next W00&quot;, &quot;Avenir Next&quot;, Avenir, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif; font-size: 17px; background-color: rgb(255, 255, 255);'></div>"
CityLights,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::citylights,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/CityLights/FeatureServer/0,,,2017-05-24,,,ArcGIS GeoService,,City Lights,,,City Lights
CityLights,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::citylights,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::citylights.csv?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-05-24,,,CSV,,City Lights,,,City Lights
CityLights,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::citylights,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::citylights.geojson?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-05-24,,,GeoJSON,,City Lights,,,City Lights
CityLights,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::citylights,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::citylights.zip?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-05-24,,,ZIP,,City Lights,,,City Lights
CityLights,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::citylights,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::citylights.kml?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-05-24,,,KML,,City Lights,,,City Lights
County/City maintained,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::county-city-maintained,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/County_Maintained_Roads/FeatureServer/2,,,2016-06-21,,,ArcGIS GeoService,,CMR,,,County maintained roads
